,trip_id,stop_sequence,arrival_time_new,day_of_the_week,time_category,time_diff,next_stop_sequence,dist_to_next_stop
0,15351.y1002.60-145-b12-1.330.I,1,0 days 10:00:00,Saturday,Morning,138.0,2.0,449.0
1,15351.y1002.60-145-b12-1.330.I,2,0 days 10:02:18,Saturday,Morning,34.0,3.0,249.0
2,15351.y1002.60-145-b12-1.330.I,3,0 days 10:02:52,Saturday,Morning,67.0,4.0,491.0
3,15351.y1002.60-145-b12-1.330.I,4,0 days 10:03:59,Saturday,Morning,58.0,5.0,421.0
4,15351.y1002.60-145-b12-1.330.I,5,0 days 10:04:57,Saturday,Morning,57.0,6.0,484.0
5,15351.y1002.60-145-b12-1.330.I,6,0 days 10:05:54,Saturday,Morning,60.0,7.0,321.0
6,15351.y1002.60-145-b12-1.330.I,7,0 days 10:06:54,Saturday,Morning,72.0,8.0,373.0
7,15351.y1002.60-145-b12-1.330.I,8,0 days 10:08:06,Saturday,Morning,91.0,9.0,409.0
8,15351.y1002.60-145-b12-1.330.I,9,0 days 10:09:37,Saturday,Morning,46.0,10.0,202.0
9,15351.y1002.60-145-b12-1.330.I,10,0 days 10:10:23,Saturday,Morning,34.0,11.0,150.0
10,15351.y1002.60-145-b12-1.330.I,11,0 days 10:10:57,Saturday,Morning,45.0,12.0,204.0
11,15351.y1002.60-145-b12-1.330.I,12,0 days 10:11:42,Saturday,Morning,67.0,13.0,292.0
12,15351.y1002.60-145-b12-1.330.I,13,0 days 10:12:49,Saturday,Morning,45.0,14.0,250.0
13,15351.y1002.60-145-b12-1.330.I,14,0 days 10:13:34,Saturday,Morning,91.0,15.0,373.0
14,15351.y1002.60-145-b12-1.330.I,15,0 days 10:15:05,Saturday,Morning,52.0,16.0,572.0
15,15351.y1002.60-145-b12-1.330.I,16,0 days 10:15:57,Saturday,Morning,37.0,17.0,426.0
16,15351.y1002.60-145-b12-1.330.I,17,0 days 10:16:34,Saturday,Morning,16.0,18.0,236.0
17,15351.y1002.60-145-b12-1.330.I,18,0 days 10:16:50,Saturday,Morning,15.0,19.0,220.0
18,15351.y1002.60-145-b12-1.330.I,19,0 days 10:17:05,Saturday,Morning,11.0,20.0,159.0
19,15351.y1002.60-145-b12-1.330.I,20,0 days 10:17:16,Saturday,Morning,50.0,21.0,335.0
20,15351.y1002.60-145-b12-1.330.I,21,0 days 10:18:06,Saturday,Morning,39.0,22.0,262.0
21,15351.y1002.60-145-b12-1.330.I,22,0 days 10:18:45,Saturday,Morning,76.0,23.0,564.0
22,15351.y1002.60-145-b12-1.330.I,23,0 days 10:20:01,Saturday,Morning,48.0,24.0,432.0
23,15351.y1002.60-145-b12-1.330.I,24,0 days 10:20:49,Saturday,Morning,69.0,25.0,615.0
24,15351.y1002.60-145-b12-1.330.I,25,0 days 10:21:58,Saturday,Morning,54.0,26.0,452.0
25,15351.y1002.60-145-b12-1.330.I,26,0 days 10:22:52,Saturday,Morning,36.0,27.0,318.0
26,15351.y1002.60-145-b12-1.330.I,27,0 days 10:23:28,Saturday,Morning,44.0,28.0,402.0
27,15351.y1002.60-145-b12-1.330.I,28,0 days 10:24:12,Saturday,Morning,53.0,29.0,549.0
28,15351.y1002.60-145-b12-1.330.I,29,0 days 10:25:05,Saturday,Morning,37.0,30.0,392.0
29,15351.y1002.60-145-b12-1.330.I,30,0 days 10:25:42,Saturday,Morning,71.0,31.0,466.0
30,15351.y1002.60-145-b12-1.330.I,31,0 days 10:26:53,Saturday,Morning,72.0,32.0,625.0
31,15351.y1002.60-145-b12-1.330.I,32,0 days 10:28:05,Saturday,Morning,94.0,33.0,874.0
32,15351.y1002.60-145-b12-1.330.I,33,0 days 10:29:39,Saturday,Morning,39.0,34.0,362.0
33,15351.y1002.60-145-b12-1.330.I,34,0 days 10:30:18,Saturday,Morning,58.0,35.0,265.0
34,15351.y1002.60-145-b12-1.330.I,35,0 days 10:31:16,Saturday,Morning,45.0,36.0,396.0
35,15351.y1002.60-145-b12-1.330.I,36,0 days 10:32:01,Saturday,Morning,68.0,37.0,578.0
36,15351.y1002.60-145-b12-1.330.I,37,0 days 10:33:09,Saturday,Morning,42.0,38.0,252.0
37,15351.y1002.60-145-b12-1.330.I,38,0 days 10:33:51,Saturday,Morning,64.0,39.0,379.0
38,15351.y1002.60-145-b12-1.330.I,39,0 days 10:34:55,Saturday,Morning,33.0,40.0,239.0
39,15351.y1002.60-145-b12-1.330.I,40,0 days 10:35:28,Saturday,Morning,108.0,41.0,740.0
40,15351.y1002.60-145-b12-1.330.I,41,0 days 10:37:16,Saturday,Morning,58.0,42.0,397.0
41,15351.y1002.60-145-b12-1.330.I,42,0 days 10:38:14,Saturday,Morning,27.0,43.0,191.0
42,15351.y1002.60-145-b12-1.330.I,43,0 days 10:38:41,Saturday,Morning,56.0,44.0,373.0
43,15351.y1002.60-145-b12-1.330.I,44,0 days 10:39:37,Saturday,Morning,34.0,45.0,200.0
44,15351.y1002.60-145-b12-1.330.I,45,0 days 10:40:11,Saturday,Morning,72.0,46.0,410.0
45,15351.y1002.60-145-b12-1.330.I,46,0 days 10:41:23,Saturday,Morning,51.0,47.0,357.0
46,15351.y1002.60-145-b12-1.330.I,47,0 days 10:42:14,Saturday,Morning,95.0,48.0,649.0
47,15351.y1002.60-145-b12-1.330.I,48,0 days 10:43:49,Saturday,Morning,23.0,49.0,328.0
48,15351.y1002.60-145-b12-1.330.I,49,0 days 10:44:12,Saturday,Morning,60.0,50.0,444.0
49,15351.y1002.60-145-b12-1.330.I,50,0 days 10:45:12,Saturday,Morning,25.0,51.0,191.0
50,15351.y1002.60-145-b12-1.330.I,51,0 days 10:45:37,Saturday,Morning,50.0,52.0,374.0
51,15351.y1002.60-145-b12-1.330.I,52,0 days 10:46:27,Saturday,Morning,40.0,53.0,204.0
52,15351.y1002.60-145-b12-1.330.I,53,0 days 10:47:07,Saturday,Morning,47.0,54.0,242.0
53,15351.y1002.60-145-b12-1.330.I,54,0 days 10:47:54,Saturday,Morning,63.0,55.0,324.0
54,15351.y1002.60-145-b12-1.330.I,55,0 days 10:48:57,Saturday,Morning,86.0,56.0,283.0
55,15351.y1002.60-145-b12-1.330.I,56,0 days 10:50:23,Saturday,Morning,41.0,57.0,209.0
56,15351.y1002.60-145-b12-1.330.I,57,0 days 10:51:04,Saturday,Morning,69.0,58.0,341.0
57,15351.y1002.60-145-b12-1.330.I,58,0 days 10:52:13,Saturday,Morning,51.0,59.0,234.0
58,15351.y1002.60-145-b12-1.330.I,59,0 days 10:53:04,Saturday,Morning,42.0,60.0,194.0
59,15351.y1002.60-145-b12-1.330.I,60,0 days 10:53:46,Saturday,Morning,56.0,61.0,254.0
60,15351.y1002.60-145-b12-1.330.I,61,0 days 10:54:42,Saturday,Morning,58.0,62.0,262.0
61,15351.y1002.60-145-b12-1.330.I,62,0 days 10:55:40,Saturday,Morning,182.0,63.0,758.0
62,15351.y1002.60-145-b12-1.330.I,63,0 days 10:58:42,Saturday,Morning,142.0,64.0,542.0
63,15351.y1002.60-145-b12-1.330.I,64,0 days 11:01:04,Saturday,Morning,146.0,65.0,557.0
64,15351.y1002.60-145-b12-1.330.I,65,0 days 11:03:30,Saturday,Morning,50.0,66.0,199.0
65,15351.y1002.60-145-b12-1.330.I,66,0 days 11:04:20,Saturday,Morning,157.0,67.0,653.0
66,15351.y1002.60-145-b12-1.330.I,67,0 days 11:06:57,Saturday,Morning,128.0,68.0,666.0
67,15351.y1002.60-145-b12-1.330.I,68,0 days 11:09:05,Saturday,Morning,91.0,69.0,330.0
68,15351.y1002.60-145-b12-1.330.I,69,0 days 11:10:36,Saturday,Morning,101.0,70.0,366.0
69,15351.y1002.60-145-b12-1.330.I,70,0 days 11:12:17,Saturday,Morning,69.0,71.0,363.0
70,15351.y1002.60-145-b12-1.330.I,71,0 days 11:13:26,Saturday,Morning,296.0,74.0,1380.0
71,15351.y1002.60-145-b12-1.330.I,74,0 days 11:18:22,Saturday,Morning,0.0,74.0,0.0
72,15353.y1002.60-145-b12-1.330.I,1,0 days 13:00:00,Saturday,Afternoon,161.0,2.0,449.0
73,15353.y1002.60-145-b12-1.330.I,2,0 days 13:02:41,Saturday,Afternoon,40.0,3.0,249.0
74,15353.y1002.60-145-b12-1.330.I,3,0 days 13:03:21,Saturday,Afternoon,79.0,4.0,491.0
75,15353.y1002.60-145-b12-1.330.I,4,0 days 13:04:40,Saturday,Afternoon,62.0,5.0,421.0
76,15353.y1002.60-145-b12-1.330.I,5,0 days 13:05:42,Saturday,Afternoon,66.0,6.0,484.0
77,15353.y1002.60-145-b12-1.330.I,6,0 days 13:06:48,Saturday,Afternoon,58.0,7.0,321.0
78,15353.y1002.60-145-b12-1.330.I,7,0 days 13:07:46,Saturday,Afternoon,70.0,8.0,373.0
79,15353.y1002.60-145-b12-1.330.I,8,0 days 13:08:56,Saturday,Afternoon,112.0,9.0,409.0
80,15353.y1002.60-145-b12-1.330.I,9,0 days 13:10:48,Saturday,Afternoon,56.0,10.0,202.0
81,15353.y1002.60-145-b12-1.330.I,10,0 days 13:11:44,Saturday,Afternoon,42.0,11.0,150.0
82,15353.y1002.60-145-b12-1.330.I,11,0 days 13:12:26,Saturday,Afternoon,56.0,12.0,204.0
83,15353.y1002.60-145-b12-1.330.I,12,0 days 13:13:22,Saturday,Afternoon,84.0,13.0,292.0
84,15353.y1002.60-145-b12-1.330.I,13,0 days 13:14:46,Saturday,Afternoon,70.0,14.0,250.0
85,15353.y1002.60-145-b12-1.330.I,14,0 days 13:15:56,Saturday,Afternoon,94.0,15.0,373.0
86,15353.y1002.60-145-b12-1.330.I,15,0 days 13:17:30,Saturday,Afternoon,56.0,16.0,572.0
87,15353.y1002.60-145-b12-1.330.I,16,0 days 13:18:26,Saturday,Afternoon,35.0,17.0,426.0
88,15353.y1002.60-145-b12-1.330.I,17,0 days 13:19:01,Saturday,Afternoon,22.0,18.0,236.0
89,15353.y1002.60-145-b12-1.330.I,18,0 days 13:19:23,Saturday,Afternoon,20.0,19.0,220.0
90,15353.y1002.60-145-b12-1.330.I,19,0 days 13:19:43,Saturday,Afternoon,14.0,20.0,159.0
91,15353.y1002.60-145-b12-1.330.I,20,0 days 13:19:57,Saturday,Afternoon,49.0,21.0,335.0
92,15353.y1002.60-145-b12-1.330.I,21,0 days 13:20:46,Saturday,Afternoon,38.0,22.0,262.0
93,15353.y1002.60-145-b12-1.330.I,22,0 days 13:21:24,Saturday,Afternoon,90.0,23.0,564.0
94,15353.y1002.60-145-b12-1.330.I,23,0 days 13:22:54,Saturday,Afternoon,53.0,24.0,432.0
95,15353.y1002.60-145-b12-1.330.I,24,0 days 13:23:47,Saturday,Afternoon,76.0,25.0,615.0
96,15353.y1002.60-145-b12-1.330.I,25,0 days 13:25:03,Saturday,Afternoon,61.0,26.0,452.0
97,15353.y1002.60-145-b12-1.330.I,26,0 days 13:26:04,Saturday,Afternoon,40.0,27.0,318.0
98,15353.y1002.60-145-b12-1.330.I,27,0 days 13:26:44,Saturday,Afternoon,49.0,28.0,402.0
99,15353.y1002.60-145-b12-1.330.I,28,0 days 13:27:33,Saturday,Afternoon,60.0,29.0,549.0
100,15353.y1002.60-145-b12-1.330.I,29,0 days 13:28:33,Saturday,Afternoon,42.0,30.0,392.0
101,15353.y1002.60-145-b12-1.330.I,30,0 days 13:29:15,Saturday,Afternoon,65.0,31.0,466.0
102,15353.y1002.60-145-b12-1.330.I,31,0 days 13:30:20,Saturday,Afternoon,68.0,32.0,625.0
103,15353.y1002.60-145-b12-1.330.I,32,0 days 13:31:28,Saturday,Afternoon,88.0,33.0,874.0
104,15353.y1002.60-145-b12-1.330.I,33,0 days 13:32:56,Saturday,Afternoon,36.0,34.0,362.0
105,15353.y1002.60-145-b12-1.330.I,34,0 days 13:33:32,Saturday,Afternoon,47.0,35.0,265.0
106,15353.y1002.60-145-b12-1.330.I,35,0 days 13:34:19,Saturday,Afternoon,45.0,36.0,396.0
107,15353.y1002.60-145-b12-1.330.I,36,0 days 13:35:04,Saturday,Afternoon,68.0,37.0,578.0
108,15353.y1002.60-145-b12-1.330.I,37,0 days 13:36:12,Saturday,Afternoon,46.0,38.0,252.0
109,15353.y1002.60-145-b12-1.330.I,38,0 days 13:36:58,Saturday,Afternoon,69.0,39.0,379.0
110,15353.y1002.60-145-b12-1.330.I,39,0 days 13:38:07,Saturday,Afternoon,36.0,40.0,239.0
111,15353.y1002.60-145-b12-1.330.I,40,0 days 13:38:43,Saturday,Afternoon,117.0,41.0,740.0
112,15353.y1002.60-145-b12-1.330.I,41,0 days 13:40:40,Saturday,Afternoon,63.0,42.0,397.0
113,15353.y1002.60-145-b12-1.330.I,42,0 days 13:41:43,Saturday,Afternoon,30.0,43.0,191.0
114,15353.y1002.60-145-b12-1.330.I,43,0 days 13:42:13,Saturday,Afternoon,58.0,44.0,373.0
115,15353.y1002.60-145-b12-1.330.I,44,0 days 13:43:11,Saturday,Afternoon,50.0,45.0,200.0
116,15353.y1002.60-145-b12-1.330.I,45,0 days 13:44:01,Saturday,Afternoon,103.0,46.0,410.0
117,15353.y1002.60-145-b12-1.330.I,46,0 days 13:45:44,Saturday,Afternoon,49.0,47.0,357.0
118,15353.y1002.60-145-b12-1.330.I,47,0 days 13:46:33,Saturday,Afternoon,90.0,48.0,649.0
119,15353.y1002.60-145-b12-1.330.I,48,0 days 13:48:03,Saturday,Afternoon,24.0,49.0,328.0
120,15353.y1002.60-145-b12-1.330.I,49,0 days 13:48:27,Saturday,Afternoon,58.0,50.0,444.0
121,15353.y1002.60-145-b12-1.330.I,50,0 days 13:49:25,Saturday,Afternoon,23.0,51.0,191.0
122,15353.y1002.60-145-b12-1.330.I,51,0 days 13:49:48,Saturday,Afternoon,48.0,52.0,374.0
123,15353.y1002.60-145-b12-1.330.I,52,0 days 13:50:36,Saturday,Afternoon,43.0,53.0,204.0
124,15353.y1002.60-145-b12-1.330.I,53,0 days 13:51:19,Saturday,Afternoon,51.0,54.0,242.0
125,15353.y1002.60-145-b12-1.330.I,54,0 days 13:52:10,Saturday,Afternoon,70.0,55.0,324.0
126,15353.y1002.60-145-b12-1.330.I,55,0 days 13:53:20,Saturday,Afternoon,100.0,56.0,283.0
127,15353.y1002.60-145-b12-1.330.I,56,0 days 13:55:00,Saturday,Afternoon,42.0,57.0,209.0
128,15353.y1002.60-145-b12-1.330.I,57,0 days 13:55:42,Saturday,Afternoon,71.0,58.0,341.0
129,15353.y1002.60-145-b12-1.330.I,58,0 days 13:56:53,Saturday,Afternoon,55.0,59.0,234.0
130,15353.y1002.60-145-b12-1.330.I,59,0 days 13:57:48,Saturday,Afternoon,45.0,60.0,194.0
131,15353.y1002.60-145-b12-1.330.I,60,0 days 13:58:33,Saturday,Afternoon,60.0,61.0,254.0
132,15353.y1002.60-145-b12-1.330.I,61,0 days 13:59:33,Saturday,Afternoon,62.0,62.0,262.0
133,15353.y1002.60-145-b12-1.330.I,62,0 days 14:00:35,Saturday,Afternoon,197.0,63.0,758.0
134,15353.y1002.60-145-b12-1.330.I,63,0 days 14:03:52,Saturday,Afternoon,144.0,64.0,542.0
135,15353.y1002.60-145-b12-1.330.I,64,0 days 14:06:16,Saturday,Afternoon,147.0,65.0,557.0
136,15353.y1002.60-145-b12-1.330.I,65,0 days 14:08:43,Saturday,Afternoon,50.0,66.0,199.0
137,15353.y1002.60-145-b12-1.330.I,66,0 days 14:09:33,Saturday,Afternoon,160.0,67.0,653.0
138,15353.y1002.60-145-b12-1.330.I,67,0 days 14:12:13,Saturday,Afternoon,134.0,68.0,666.0
139,15353.y1002.60-145-b12-1.330.I,68,0 days 14:14:27,Saturday,Afternoon,98.0,69.0,330.0
140,15353.y1002.60-145-b12-1.330.I,69,0 days 14:16:05,Saturday,Afternoon,108.0,70.0,366.0
141,15353.y1002.60-145-b12-1.330.I,70,0 days 14:17:53,Saturday,Afternoon,69.0,71.0,363.0
142,15353.y1002.60-145-b12-1.330.I,71,0 days 14:19:02,Saturday,Afternoon,296.0,74.0,1380.0
143,15353.y1002.60-145-b12-1.330.I,74,0 days 14:23:58,Saturday,Afternoon,0.0,74.0,0.0
144,15355.y1002.60-145-b12-1.330.I,1,0 days 16:20:00,Saturday,Evening,157.0,2.0,449.0
145,15355.y1002.60-145-b12-1.330.I,2,0 days 16:22:37,Saturday,Evening,38.0,3.0,249.0
146,15355.y1002.60-145-b12-1.330.I,3,0 days 16:23:15,Saturday,Evening,77.0,4.0,491.0
147,15355.y1002.60-145-b12-1.330.I,4,0 days 16:24:32,Saturday,Evening,70.0,5.0,421.0
148,15355.y1002.60-145-b12-1.330.I,5,0 days 16:25:42,Saturday,Evening,57.0,6.0,484.0
149,15355.y1002.60-145-b12-1.330.I,6,0 days 16:26:39,Saturday,Evening,56.0,7.0,321.0
150,15355.y1002.60-145-b12-1.330.I,7,0 days 16:27:35,Saturday,Evening,66.0,8.0,373.0
151,15355.y1002.60-145-b12-1.330.I,8,0 days 16:28:41,Saturday,Evening,110.0,9.0,409.0
152,15355.y1002.60-145-b12-1.330.I,9,0 days 16:30:31,Saturday,Evening,55.0,10.0,202.0
153,15355.y1002.60-145-b12-1.330.I,10,0 days 16:31:26,Saturday,Evening,41.0,11.0,150.0
154,15355.y1002.60-145-b12-1.330.I,11,0 days 16:32:07,Saturday,Evening,54.0,12.0,204.0
155,15355.y1002.60-145-b12-1.330.I,12,0 days 16:33:01,Saturday,Evening,81.0,13.0,292.0
156,15355.y1002.60-145-b12-1.330.I,13,0 days 16:34:22,Saturday,Evening,39.0,14.0,250.0
157,15355.y1002.60-145-b12-1.330.I,14,0 days 16:35:01,Saturday,Evening,104.0,15.0,373.0
158,15355.y1002.60-145-b12-1.330.I,15,0 days 16:36:45,Saturday,Evening,52.0,16.0,572.0
159,15355.y1002.60-145-b12-1.330.I,16,0 days 16:37:37,Saturday,Evening,33.0,17.0,426.0
160,15355.y1002.60-145-b12-1.330.I,17,0 days 16:38:10,Saturday,Evening,17.0,18.0,236.0
161,15355.y1002.60-145-b12-1.330.I,18,0 days 16:38:27,Saturday,Evening,16.0,19.0,220.0
162,15355.y1002.60-145-b12-1.330.I,19,0 days 16:38:43,Saturday,Evening,11.0,20.0,159.0
163,15355.y1002.60-145-b12-1.330.I,20,0 days 16:38:54,Saturday,Evening,47.0,21.0,335.0
164,15355.y1002.60-145-b12-1.330.I,21,0 days 16:39:41,Saturday,Evening,37.0,22.0,262.0
165,15355.y1002.60-145-b12-1.330.I,22,0 days 16:40:18,Saturday,Evening,77.0,23.0,564.0
166,15355.y1002.60-145-b12-1.330.I,23,0 days 16:41:35,Saturday,Evening,50.0,24.0,432.0
167,15355.y1002.60-145-b12-1.330.I,24,0 days 16:42:25,Saturday,Evening,72.0,25.0,615.0
168,15355.y1002.60-145-b12-1.330.I,25,0 days 16:43:37,Saturday,Evening,53.0,26.0,452.0
169,15355.y1002.60-145-b12-1.330.I,26,0 days 16:44:30,Saturday,Evening,35.0,27.0,318.0
170,15355.y1002.60-145-b12-1.330.I,27,0 days 16:45:05,Saturday,Evening,49.0,28.0,402.0
171,15355.y1002.60-145-b12-1.330.I,28,0 days 16:45:54,Saturday,Evening,55.0,29.0,549.0
172,15355.y1002.60-145-b12-1.330.I,29,0 days 16:46:49,Saturday,Evening,38.0,30.0,392.0
173,15355.y1002.60-145-b12-1.330.I,30,0 days 16:47:27,Saturday,Evening,67.0,31.0,466.0
174,15355.y1002.60-145-b12-1.330.I,31,0 days 16:48:34,Saturday,Evening,76.0,32.0,625.0
175,15355.y1002.60-145-b12-1.330.I,32,0 days 16:49:50,Saturday,Evening,89.0,33.0,874.0
176,15355.y1002.60-145-b12-1.330.I,33,0 days 16:51:19,Saturday,Evening,37.0,34.0,362.0
177,15355.y1002.60-145-b12-1.330.I,34,0 days 16:51:56,Saturday,Evening,38.0,35.0,265.0
178,15355.y1002.60-145-b12-1.330.I,35,0 days 16:52:34,Saturday,Evening,54.0,36.0,396.0
179,15355.y1002.60-145-b12-1.330.I,36,0 days 16:53:28,Saturday,Evening,81.0,37.0,578.0
180,15355.y1002.60-145-b12-1.330.I,37,0 days 16:54:49,Saturday,Evening,48.0,38.0,252.0
181,15355.y1002.60-145-b12-1.330.I,38,0 days 16:55:37,Saturday,Evening,72.0,39.0,379.0
182,15355.y1002.60-145-b12-1.330.I,39,0 days 16:56:49,Saturday,Evening,33.0,40.0,239.0
183,15355.y1002.60-145-b12-1.330.I,40,0 days 16:57:22,Saturday,Evening,91.0,41.0,740.0
184,15355.y1002.60-145-b12-1.330.I,41,0 days 16:58:53,Saturday,Evening,49.0,42.0,397.0
185,15355.y1002.60-145-b12-1.330.I,42,0 days 16:59:42,Saturday,Evening,22.0,43.0,191.0
186,15355.y1002.60-145-b12-1.330.I,43,0 days 17:00:04,Saturday,Evening,43.0,44.0,373.0
187,15355.y1002.60-145-b12-1.330.I,44,0 days 17:00:47,Saturday,Evening,35.0,45.0,200.0
188,15355.y1002.60-145-b12-1.330.I,45,0 days 17:01:22,Saturday,Evening,94.0,46.0,410.0
189,15355.y1002.60-145-b12-1.330.I,46,0 days 17:02:56,Saturday,Evening,49.0,47.0,357.0
190,15355.y1002.60-145-b12-1.330.I,47,0 days 17:03:45,Saturday,Evening,91.0,48.0,649.0
191,15355.y1002.60-145-b12-1.330.I,48,0 days 17:05:16,Saturday,Evening,24.0,49.0,328.0
192,15355.y1002.60-145-b12-1.330.I,49,0 days 17:05:40,Saturday,Evening,52.0,50.0,444.0
193,15355.y1002.60-145-b12-1.330.I,50,0 days 17:06:32,Saturday,Evening,21.0,51.0,191.0
194,15355.y1002.60-145-b12-1.330.I,51,0 days 17:06:53,Saturday,Evening,44.0,52.0,374.0
195,15355.y1002.60-145-b12-1.330.I,52,0 days 17:07:37,Saturday,Evening,39.0,53.0,204.0
196,15355.y1002.60-145-b12-1.330.I,53,0 days 17:08:16,Saturday,Evening,46.0,54.0,242.0
197,15355.y1002.60-145-b12-1.330.I,54,0 days 17:09:02,Saturday,Evening,62.0,55.0,324.0
198,15355.y1002.60-145-b12-1.330.I,55,0 days 17:10:04,Saturday,Evening,74.0,56.0,283.0
199,15355.y1002.60-145-b12-1.330.I,56,0 days 17:11:18,Saturday,Evening,39.0,57.0,209.0
200,15355.y1002.60-145-b12-1.330.I,57,0 days 17:11:57,Saturday,Evening,65.0,58.0,341.0
201,15355.y1002.60-145-b12-1.330.I,58,0 days 17:13:02,Saturday,Evening,51.0,59.0,234.0
202,15355.y1002.60-145-b12-1.330.I,59,0 days 17:13:53,Saturday,Evening,42.0,60.0,194.0
203,15355.y1002.60-145-b12-1.330.I,60,0 days 17:14:35,Saturday,Evening,55.0,61.0,254.0
204,15355.y1002.60-145-b12-1.330.I,61,0 days 17:15:30,Saturday,Evening,56.0,62.0,262.0
205,15355.y1002.60-145-b12-1.330.I,62,0 days 17:16:26,Saturday,Evening,182.0,63.0,758.0
206,15355.y1002.60-145-b12-1.330.I,63,0 days 17:19:28,Saturday,Evening,158.0,64.0,542.0
207,15355.y1002.60-145-b12-1.330.I,64,0 days 17:22:06,Saturday,Evening,162.0,65.0,557.0
208,15355.y1002.60-145-b12-1.330.I,65,0 days 17:24:48,Saturday,Evening,55.0,66.0,199.0
209,15355.y1002.60-145-b12-1.330.I,66,0 days 17:25:43,Saturday,Evening,175.0,67.0,653.0
210,15355.y1002.60-145-b12-1.330.I,67,0 days 17:28:38,Saturday,Evening,132.0,68.0,666.0
211,15355.y1002.60-145-b12-1.330.I,68,0 days 17:30:50,Saturday,Evening,118.0,69.0,330.0
212,15355.y1002.60-145-b12-1.330.I,69,0 days 17:32:48,Saturday,Evening,131.0,70.0,366.0
213,15355.y1002.60-145-b12-1.330.I,70,0 days 17:34:59,Saturday,Evening,61.0,71.0,363.0
214,15355.y1002.60-145-b12-1.330.I,71,0 days 17:36:00,Saturday,Evening,261.0,74.0,1380.0
215,15355.y1002.60-145-b12-1.330.I,74,0 days 17:40:21,Saturday,Evening,0.0,74.0,0.0
216,15357.y1002.60-145-b12-1.330.I,1,0 days 19:40:00,Saturday,Evening,132.0,2.0,449.0
217,15357.y1002.60-145-b12-1.330.I,2,0 days 19:42:12,Saturday,Evening,32.0,3.0,249.0
218,15357.y1002.60-145-b12-1.330.I,3,0 days 19:42:44,Saturday,Evening,65.0,4.0,491.0
219,15357.y1002.60-145-b12-1.330.I,4,0 days 19:43:49,Saturday,Evening,53.0,5.0,421.0
220,15357.y1002.60-145-b12-1.330.I,5,0 days 19:44:42,Saturday,Evening,57.0,6.0,484.0
221,15357.y1002.60-145-b12-1.330.I,6,0 days 19:45:39,Saturday,Evening,52.0,7.0,321.0
222,15357.y1002.60-145-b12-1.330.I,7,0 days 19:46:31,Saturday,Evening,63.0,8.0,373.0
223,15357.y1002.60-145-b12-1.330.I,8,0 days 19:47:34,Saturday,Evening,76.0,9.0,409.0
224,15357.y1002.60-145-b12-1.330.I,9,0 days 19:48:50,Saturday,Evening,38.0,10.0,202.0
225,15357.y1002.60-145-b12-1.330.I,10,0 days 19:49:28,Saturday,Evening,29.0,11.0,150.0
226,15357.y1002.60-145-b12-1.330.I,11,0 days 19:49:57,Saturday,Evening,38.0,12.0,204.0
227,15357.y1002.60-145-b12-1.330.I,12,0 days 19:50:35,Saturday,Evening,57.0,13.0,292.0
228,15357.y1002.60-145-b12-1.330.I,13,0 days 19:51:32,Saturday,Evening,43.0,14.0,250.0
229,15357.y1002.60-145-b12-1.330.I,14,0 days 19:52:15,Saturday,Evening,61.0,15.0,373.0
230,15357.y1002.60-145-b12-1.330.I,15,0 days 19:53:16,Saturday,Evening,52.0,16.0,572.0
231,15357.y1002.60-145-b12-1.330.I,16,0 days 19:54:08,Saturday,Evening,39.0,17.0,426.0
232,15357.y1002.60-145-b12-1.330.I,17,0 days 19:54:47,Saturday,Evening,16.0,18.0,236.0
233,15357.y1002.60-145-b12-1.330.I,18,0 days 19:55:03,Saturday,Evening,15.0,19.0,220.0
234,15357.y1002.60-145-b12-1.330.I,19,0 days 19:55:18,Saturday,Evening,11.0,20.0,159.0
235,15357.y1002.60-145-b12-1.330.I,20,0 days 19:55:29,Saturday,Evening,44.0,21.0,335.0
236,15357.y1002.60-145-b12-1.330.I,21,0 days 19:56:13,Saturday,Evening,34.0,22.0,262.0
237,15357.y1002.60-145-b12-1.330.I,22,0 days 19:56:47,Saturday,Evening,67.0,23.0,564.0
238,15357.y1002.60-145-b12-1.330.I,23,0 days 19:57:54,Saturday,Evening,47.0,24.0,432.0
239,15357.y1002.60-145-b12-1.330.I,24,0 days 19:58:41,Saturday,Evening,67.0,25.0,615.0
240,15357.y1002.60-145-b12-1.330.I,25,0 days 19:59:48,Saturday,Evening,48.0,26.0,452.0
241,15357.y1002.60-145-b12-1.330.I,26,0 days 20:00:36,Saturday,Evening,32.0,27.0,318.0
242,15357.y1002.60-145-b12-1.330.I,27,0 days 20:01:08,Saturday,Evening,34.0,28.0,402.0
243,15357.y1002.60-145-b12-1.330.I,28,0 days 20:01:42,Saturday,Evening,45.0,29.0,549.0
244,15357.y1002.60-145-b12-1.330.I,29,0 days 20:02:27,Saturday,Evening,32.0,30.0,392.0
245,15357.y1002.60-145-b12-1.330.I,30,0 days 20:02:59,Saturday,Evening,44.0,31.0,466.0
246,15357.y1002.60-145-b12-1.330.I,31,0 days 20:03:43,Saturday,Evening,55.0,32.0,625.0
247,15357.y1002.60-145-b12-1.330.I,32,0 days 20:04:38,Saturday,Evening,78.0,33.0,874.0
248,15357.y1002.60-145-b12-1.330.I,33,0 days 20:05:56,Saturday,Evening,33.0,34.0,362.0
249,15357.y1002.60-145-b12-1.330.I,34,0 days 20:06:29,Saturday,Evening,37.0,35.0,265.0
