,trip_id,stop_sequence,arrival_time_new,day_of_the_week,time_category,time_diff,next_stop_sequence,dist_to_next_stop
9017,3453.y1001.60-145-b12-1.330.I,18,0 days 22:52:57,Friday,Night,14.0,19.0,220.0
9018,3453.y1001.60-145-b12-1.330.I,19,0 days 22:53:11,Friday,Night,10.0,20.0,159.0
9019,3453.y1001.60-145-b12-1.330.I,20,0 days 22:53:21,Friday,Night,39.0,21.0,335.0
9020,3453.y1001.60-145-b12-1.330.I,21,0 days 22:54:00,Friday,Night,31.0,22.0,262.0
9021,3453.y1001.60-145-b12-1.330.I,22,0 days 22:54:31,Friday,Night,57.0,23.0,564.0
9022,3453.y1001.60-145-b12-1.330.I,23,0 days 22:55:28,Friday,Night,40.0,24.0,432.0
9023,3453.y1001.60-145-b12-1.330.I,24,0 days 22:56:08,Friday,Night,59.0,25.0,615.0
9024,3453.y1001.60-145-b12-1.330.I,25,0 days 22:57:07,Friday,Night,37.0,26.0,452.0
9025,3453.y1001.60-145-b12-1.330.I,26,0 days 22:57:44,Friday,Night,24.0,27.0,318.0
9026,3453.y1001.60-145-b12-1.330.I,27,0 days 22:58:08,Friday,Night,33.0,28.0,402.0
9027,3453.y1001.60-145-b12-1.330.I,28,0 days 22:58:41,Friday,Night,39.0,29.0,549.0
9028,3453.y1001.60-145-b12-1.330.I,29,0 days 22:59:20,Friday,Night,27.0,30.0,392.0
9029,3453.y1001.60-145-b12-1.330.I,30,0 days 22:59:47,Friday,Night,44.0,31.0,466.0
9030,3453.y1001.60-145-b12-1.330.I,31,0 days 23:00:31,Friday,Night,55.0,32.0,625.0
9031,3453.y1001.60-145-b12-1.330.I,32,0 days 23:01:26,Friday,Night,73.0,33.0,874.0
9032,3453.y1001.60-145-b12-1.330.I,33,0 days 23:02:39,Friday,Night,31.0,34.0,362.0
9033,3453.y1001.60-145-b12-1.330.I,34,0 days 23:03:10,Friday,Night,23.0,35.0,265.0
9034,3453.y1001.60-145-b12-1.330.I,35,0 days 23:03:33,Friday,Night,39.0,36.0,396.0
9035,3453.y1001.60-145-b12-1.330.I,36,0 days 23:04:12,Friday,Night,58.0,37.0,578.0
9036,3453.y1001.60-145-b12-1.330.I,37,0 days 23:05:10,Friday,Night,25.0,38.0,252.0
9037,3453.y1001.60-145-b12-1.330.I,38,0 days 23:05:35,Friday,Night,38.0,39.0,379.0
9038,3453.y1001.60-145-b12-1.330.I,39,0 days 23:06:13,Friday,Night,17.0,40.0,239.0
9039,3453.y1001.60-145-b12-1.330.I,40,0 days 23:06:30,Friday,Night,75.0,41.0,740.0
9040,3453.y1001.60-145-b12-1.330.I,41,0 days 23:07:45,Friday,Night,40.0,42.0,397.0
9041,3453.y1001.60-145-b12-1.330.I,42,0 days 23:08:25,Friday,Night,20.0,43.0,191.0
9042,3453.y1001.60-145-b12-1.330.I,43,0 days 23:08:45,Friday,Night,33.0,44.0,373.0
9043,3453.y1001.60-145-b12-1.330.I,44,0 days 23:09:18,Friday,Night,21.0,45.0,200.0
9044,3453.y1001.60-145-b12-1.330.I,45,0 days 23:09:39,Friday,Night,53.0,46.0,410.0
9045,3453.y1001.60-145-b12-1.330.I,46,0 days 23:10:32,Friday,Night,38.0,47.0,357.0
9046,3453.y1001.60-145-b12-1.330.I,47,0 days 23:11:10,Friday,Night,69.0,48.0,649.0
9047,3453.y1001.60-145-b12-1.330.I,48,0 days 23:12:19,Friday,Night,22.0,49.0,328.0
9048,3453.y1001.60-145-b12-1.330.I,49,0 days 23:12:41,Friday,Night,42.0,50.0,444.0
9049,3453.y1001.60-145-b12-1.330.I,50,0 days 23:13:23,Friday,Night,17.0,51.0,191.0
9050,3453.y1001.60-145-b12-1.330.I,51,0 days 23:13:40,Friday,Night,35.0,52.0,374.0
9051,3453.y1001.60-145-b12-1.330.I,52,0 days 23:14:15,Friday,Night,26.0,53.0,204.0
9052,3453.y1001.60-145-b12-1.330.I,53,0 days 23:14:41,Friday,Night,31.0,54.0,242.0
9053,3453.y1001.60-145-b12-1.330.I,54,0 days 23:15:12,Friday,Night,43.0,55.0,324.0
9054,3453.y1001.60-145-b12-1.330.I,55,0 days 23:15:55,Friday,Night,34.0,56.0,283.0
9055,3453.y1001.60-145-b12-1.330.I,56,0 days 23:16:29,Friday,Night,28.0,57.0,209.0
9056,3453.y1001.60-145-b12-1.330.I,57,0 days 23:16:57,Friday,Night,47.0,58.0,341.0
9057,3453.y1001.60-145-b12-1.330.I,58,0 days 23:17:44,Friday,Night,40.0,59.0,234.0
9058,3453.y1001.60-145-b12-1.330.I,59,0 days 23:18:24,Friday,Night,33.0,60.0,194.0
9059,3453.y1001.60-145-b12-1.330.I,60,0 days 23:18:57,Friday,Night,44.0,61.0,254.0
9060,3453.y1001.60-145-b12-1.330.I,61,0 days 23:19:41,Friday,Night,46.0,62.0,262.0
9061,3453.y1001.60-145-b12-1.330.I,62,0 days 23:20:27,Friday,Night,167.0,63.0,758.0
9062,3453.y1001.60-145-b12-1.330.I,63,0 days 23:23:14,Friday,Night,132.0,64.0,542.0
9063,3453.y1001.60-145-b12-1.330.I,64,0 days 23:25:26,Friday,Night,135.0,65.0,557.0
9064,3453.y1001.60-145-b12-1.330.I,65,0 days 23:27:41,Friday,Night,46.0,66.0,199.0
9065,3453.y1001.60-145-b12-1.330.I,66,0 days 23:28:27,Friday,Night,146.0,67.0,653.0
9066,3453.y1001.60-145-b12-1.330.I,67,0 days 23:30:53,Friday,Night,120.0,68.0,666.0
9067,3453.y1001.60-145-b12-1.330.I,68,0 days 23:32:53,Friday,Night,82.0,69.0,330.0
9068,3453.y1001.60-145-b12-1.330.I,69,0 days 23:34:15,Friday,Night,92.0,70.0,366.0
9069,3453.y1001.60-145-b12-1.330.I,70,0 days 23:35:47,Friday,Night,57.0,71.0,363.0
9070,3453.y1001.60-145-b12-1.330.I,71,0 days 23:36:44,Friday,Night,243.0,74.0,1380.0
9071,3453.y1001.60-145-b12-1.330.I,74,0 days 23:40:47,Friday,Night,0.0,74.0,0.0
9072,3455.y1001.60-145-b12-1.330.I,1,0 days 08:50:00,Monday,Morning,226.0,2.0,449.0
9073,3455.y1001.60-145-b12-1.330.I,2,0 days 08:53:46,Monday,Morning,55.0,3.0,249.0
9074,3455.y1001.60-145-b12-1.330.I,3,0 days 08:54:41,Monday,Morning,111.0,4.0,491.0
9075,3455.y1001.60-145-b12-1.330.I,4,0 days 08:56:32,Monday,Morning,67.0,5.0,421.0
9076,3455.y1001.60-145-b12-1.330.I,5,0 days 08:57:39,Monday,Morning,66.0,6.0,484.0
9077,3455.y1001.60-145-b12-1.330.I,6,0 days 08:58:45,Monday,Morning,74.0,7.0,321.0
9078,3455.y1001.60-145-b12-1.330.I,7,0 days 08:59:59,Monday,Morning,88.0,8.0,373.0
9079,3455.y1001.60-145-b12-1.330.I,8,0 days 09:01:27,Monday,Morning,130.0,9.0,409.0
9080,3455.y1001.60-145-b12-1.330.I,9,0 days 09:03:37,Monday,Morning,65.0,10.0,202.0
9081,3455.y1001.60-145-b12-1.330.I,10,0 days 09:04:42,Monday,Morning,49.0,11.0,150.0
9082,3455.y1001.60-145-b12-1.330.I,11,0 days 09:05:31,Monday,Morning,65.0,12.0,204.0
9083,3455.y1001.60-145-b12-1.330.I,12,0 days 09:06:36,Monday,Morning,97.0,13.0,292.0
9084,3455.y1001.60-145-b12-1.330.I,13,0 days 09:08:13,Monday,Morning,63.0,14.0,250.0
9085,3455.y1001.60-145-b12-1.330.I,14,0 days 09:09:16,Monday,Morning,101.0,15.0,373.0
9086,3455.y1001.60-145-b12-1.330.I,15,0 days 09:10:57,Monday,Morning,61.0,16.0,572.0
9087,3455.y1001.60-145-b12-1.330.I,16,0 days 09:11:58,Monday,Morning,35.0,17.0,426.0
9088,3455.y1001.60-145-b12-1.330.I,17,0 days 09:12:33,Monday,Morning,18.0,18.0,236.0
9089,3455.y1001.60-145-b12-1.330.I,18,0 days 09:12:51,Monday,Morning,16.0,19.0,220.0
9090,3455.y1001.60-145-b12-1.330.I,19,0 days 09:13:07,Monday,Morning,11.0,20.0,159.0
9091,3455.y1001.60-145-b12-1.330.I,20,0 days 09:13:18,Monday,Morning,56.0,21.0,335.0
9092,3455.y1001.60-145-b12-1.330.I,21,0 days 09:14:14,Monday,Morning,44.0,22.0,262.0
9093,3455.y1001.60-145-b12-1.330.I,22,0 days 09:14:58,Monday,Morning,84.0,23.0,564.0
9094,3455.y1001.60-145-b12-1.330.I,23,0 days 09:16:22,Monday,Morning,56.0,24.0,432.0
9095,3455.y1001.60-145-b12-1.330.I,24,0 days 09:17:18,Monday,Morning,81.0,25.0,615.0
9096,3455.y1001.60-145-b12-1.330.I,25,0 days 09:18:39,Monday,Morning,66.0,26.0,452.0
9097,3455.y1001.60-145-b12-1.330.I,26,0 days 09:19:45,Monday,Morning,44.0,27.0,318.0
9098,3455.y1001.60-145-b12-1.330.I,27,0 days 09:20:29,Monday,Morning,48.0,28.0,402.0
9099,3455.y1001.60-145-b12-1.330.I,28,0 days 09:21:17,Monday,Morning,58.0,29.0,549.0
9100,3455.y1001.60-145-b12-1.330.I,29,0 days 09:22:15,Monday,Morning,40.0,30.0,392.0
9101,3455.y1001.60-145-b12-1.330.I,30,0 days 09:22:55,Monday,Morning,75.0,31.0,466.0
9102,3455.y1001.60-145-b12-1.330.I,31,0 days 09:24:10,Monday,Morning,75.0,32.0,625.0
9103,3455.y1001.60-145-b12-1.330.I,32,0 days 09:25:25,Monday,Morning,98.0,33.0,874.0
9104,3455.y1001.60-145-b12-1.330.I,33,0 days 09:27:03,Monday,Morning,40.0,34.0,362.0
9105,3455.y1001.60-145-b12-1.330.I,34,0 days 09:27:43,Monday,Morning,56.0,35.0,265.0
9106,3455.y1001.60-145-b12-1.330.I,35,0 days 09:28:39,Monday,Morning,48.0,36.0,396.0
9107,3455.y1001.60-145-b12-1.330.I,36,0 days 09:29:27,Monday,Morning,72.0,37.0,578.0
9108,3455.y1001.60-145-b12-1.330.I,37,0 days 09:30:39,Monday,Morning,43.0,38.0,252.0
9109,3455.y1001.60-145-b12-1.330.I,38,0 days 09:31:22,Monday,Morning,65.0,39.0,379.0
9110,3455.y1001.60-145-b12-1.330.I,39,0 days 09:32:27,Monday,Morning,36.0,40.0,239.0
9111,3455.y1001.60-145-b12-1.330.I,40,0 days 09:33:03,Monday,Morning,114.0,41.0,740.0
9112,3455.y1001.60-145-b12-1.330.I,41,0 days 09:34:57,Monday,Morning,61.0,42.0,397.0
9113,3455.y1001.60-145-b12-1.330.I,42,0 days 09:35:58,Monday,Morning,29.0,43.0,191.0
9114,3455.y1001.60-145-b12-1.330.I,43,0 days 09:36:27,Monday,Morning,56.0,44.0,373.0
9115,3455.y1001.60-145-b12-1.330.I,44,0 days 09:37:23,Monday,Morning,42.0,45.0,200.0
9116,3455.y1001.60-145-b12-1.330.I,45,0 days 09:38:05,Monday,Morning,86.0,46.0,410.0
9117,3455.y1001.60-145-b12-1.330.I,46,0 days 09:39:31,Monday,Morning,62.0,47.0,357.0
9118,3455.y1001.60-145-b12-1.330.I,47,0 days 09:40:33,Monday,Morning,115.0,48.0,649.0
9119,3455.y1001.60-145-b12-1.330.I,48,0 days 09:42:28,Monday,Morning,27.0,49.0,328.0
9120,3455.y1001.60-145-b12-1.330.I,49,0 days 09:42:55,Monday,Morning,66.0,50.0,444.0
9121,3455.y1001.60-145-b12-1.330.I,50,0 days 09:44:01,Monday,Morning,27.0,51.0,191.0
9122,3455.y1001.60-145-b12-1.330.I,51,0 days 09:44:28,Monday,Morning,54.0,52.0,374.0
9123,3455.y1001.60-145-b12-1.330.I,52,0 days 09:45:22,Monday,Morning,41.0,53.0,204.0
9124,3455.y1001.60-145-b12-1.330.I,53,0 days 09:46:03,Monday,Morning,49.0,54.0,242.0
9125,3455.y1001.60-145-b12-1.330.I,54,0 days 09:46:52,Monday,Morning,65.0,55.0,324.0
9126,3455.y1001.60-145-b12-1.330.I,55,0 days 09:47:57,Monday,Morning,76.0,56.0,283.0
9127,3455.y1001.60-145-b12-1.330.I,56,0 days 09:49:13,Monday,Morning,42.0,57.0,209.0
9128,3455.y1001.60-145-b12-1.330.I,57,0 days 09:49:55,Monday,Morning,70.0,58.0,341.0
9129,3455.y1001.60-145-b12-1.330.I,58,0 days 09:51:05,Monday,Morning,78.0,59.0,234.0
9130,3455.y1001.60-145-b12-1.330.I,59,0 days 09:52:23,Monday,Morning,65.0,60.0,194.0
9131,3455.y1001.60-145-b12-1.330.I,60,0 days 09:53:28,Monday,Morning,85.0,61.0,254.0
9132,3455.y1001.60-145-b12-1.330.I,61,0 days 09:54:53,Monday,Morning,88.0,62.0,262.0
9133,3455.y1001.60-145-b12-1.330.I,62,0 days 09:56:21,Monday,Morning,239.0,63.0,758.0
9134,3455.y1001.60-145-b12-1.330.I,63,0 days 10:00:20,Monday,Morning,160.0,64.0,542.0
9135,3455.y1001.60-145-b12-1.330.I,64,0 days 10:03:00,Monday,Morning,164.0,65.0,557.0
9136,3455.y1001.60-145-b12-1.330.I,65,0 days 10:05:44,Monday,Morning,56.0,66.0,199.0
9137,3455.y1001.60-145-b12-1.330.I,66,0 days 10:06:40,Monday,Morning,177.0,67.0,653.0
9138,3455.y1001.60-145-b12-1.330.I,67,0 days 10:09:37,Monday,Morning,132.0,68.0,666.0
9139,3455.y1001.60-145-b12-1.330.I,68,0 days 10:11:49,Monday,Morning,99.0,69.0,330.0
9140,3455.y1001.60-145-b12-1.330.I,69,0 days 10:13:28,Monday,Morning,110.0,70.0,366.0
9141,3455.y1001.60-145-b12-1.330.I,70,0 days 10:15:18,Monday,Morning,60.0,71.0,363.0
9142,3455.y1001.60-145-b12-1.330.I,71,0 days 10:16:18,Monday,Morning,256.0,74.0,1380.0
9143,3455.y1001.60-145-b12-1.330.I,74,0 days 10:20:34,Monday,Morning,0.0,74.0,0.0
9144,3457.y1001.60-145-b12-1.330.I,1,0 days 12:40:00,Tuesday,Afternoon,169.0,2.0,449.0
9145,3457.y1001.60-145-b12-1.330.I,2,0 days 12:42:49,Tuesday,Afternoon,41.0,3.0,249.0
9146,3457.y1001.60-145-b12-1.330.I,3,0 days 12:43:30,Tuesday,Afternoon,83.0,4.0,491.0
9147,3457.y1001.60-145-b12-1.330.I,4,0 days 12:44:53,Tuesday,Afternoon,58.0,5.0,421.0
9148,3457.y1001.60-145-b12-1.330.I,5,0 days 12:45:51,Tuesday,Afternoon,56.0,6.0,484.0
9149,3457.y1001.60-145-b12-1.330.I,6,0 days 12:46:47,Tuesday,Afternoon,60.0,7.0,321.0
9150,3457.y1001.60-145-b12-1.330.I,7,0 days 12:47:47,Tuesday,Afternoon,71.0,8.0,373.0
9151,3457.y1001.60-145-b12-1.330.I,8,0 days 12:48:58,Tuesday,Afternoon,124.0,9.0,409.0
9152,3457.y1001.60-145-b12-1.330.I,9,0 days 12:51:02,Tuesday,Afternoon,62.0,10.0,202.0
9153,3457.y1001.60-145-b12-1.330.I,10,0 days 12:52:04,Tuesday,Afternoon,46.0,11.0,150.0
9154,3457.y1001.60-145-b12-1.330.I,11,0 days 12:52:50,Tuesday,Afternoon,61.0,12.0,204.0
9155,3457.y1001.60-145-b12-1.330.I,12,0 days 12:53:51,Tuesday,Afternoon,92.0,13.0,292.0
9156,3457.y1001.60-145-b12-1.330.I,13,0 days 12:55:23,Tuesday,Afternoon,57.0,14.0,250.0
9157,3457.y1001.60-145-b12-1.330.I,14,0 days 12:56:20,Tuesday,Afternoon,95.0,15.0,373.0
9158,3457.y1001.60-145-b12-1.330.I,15,0 days 12:57:55,Tuesday,Afternoon,59.0,16.0,572.0
9159,3457.y1001.60-145-b12-1.330.I,16,0 days 12:58:54,Tuesday,Afternoon,33.0,17.0,426.0
9160,3457.y1001.60-145-b12-1.330.I,17,0 days 12:59:27,Tuesday,Afternoon,19.0,18.0,236.0
9161,3457.y1001.60-145-b12-1.330.I,18,0 days 12:59:46,Tuesday,Afternoon,17.0,19.0,220.0
9162,3457.y1001.60-145-b12-1.330.I,19,0 days 13:00:03,Tuesday,Afternoon,12.0,20.0,159.0
9163,3457.y1001.60-145-b12-1.330.I,20,0 days 13:00:15,Tuesday,Afternoon,59.0,21.0,335.0
9164,3457.y1001.60-145-b12-1.330.I,21,0 days 13:01:14,Tuesday,Afternoon,45.0,22.0,262.0
9165,3457.y1001.60-145-b12-1.330.I,22,0 days 13:01:59,Tuesday,Afternoon,86.0,23.0,564.0
9166,3457.y1001.60-145-b12-1.330.I,23,0 days 13:03:25,Tuesday,Afternoon,56.0,24.0,432.0
9167,3457.y1001.60-145-b12-1.330.I,24,0 days 13:04:21,Tuesday,Afternoon,80.0,25.0,615.0
9168,3457.y1001.60-145-b12-1.330.I,25,0 days 13:05:41,Tuesday,Afternoon,55.0,26.0,452.0
9169,3457.y1001.60-145-b12-1.330.I,26,0 days 13:06:36,Tuesday,Afternoon,36.0,27.0,318.0
9170,3457.y1001.60-145-b12-1.330.I,27,0 days 13:07:12,Tuesday,Afternoon,46.0,28.0,402.0
9171,3457.y1001.60-145-b12-1.330.I,28,0 days 13:07:58,Tuesday,Afternoon,52.0,29.0,549.0
9172,3457.y1001.60-145-b12-1.330.I,29,0 days 13:08:50,Tuesday,Afternoon,36.0,30.0,392.0
9173,3457.y1001.60-145-b12-1.330.I,30,0 days 13:09:26,Tuesday,Afternoon,67.0,31.0,466.0
9174,3457.y1001.60-145-b12-1.330.I,31,0 days 13:10:33,Tuesday,Afternoon,69.0,32.0,625.0
9175,3457.y1001.60-145-b12-1.330.I,32,0 days 13:11:42,Tuesday,Afternoon,102.0,33.0,874.0
9176,3457.y1001.60-145-b12-1.330.I,33,0 days 13:13:24,Tuesday,Afternoon,43.0,34.0,362.0
9177,3457.y1001.60-145-b12-1.330.I,34,0 days 13:14:07,Tuesday,Afternoon,45.0,35.0,265.0
9178,3457.y1001.60-145-b12-1.330.I,35,0 days 13:14:52,Tuesday,Afternoon,45.0,36.0,396.0
9179,3457.y1001.60-145-b12-1.330.I,36,0 days 13:15:37,Tuesday,Afternoon,69.0,37.0,578.0
9180,3457.y1001.60-145-b12-1.330.I,37,0 days 13:16:46,Tuesday,Afternoon,48.0,38.0,252.0
9181,3457.y1001.60-145-b12-1.330.I,38,0 days 13:17:34,Tuesday,Afternoon,74.0,39.0,379.0
9182,3457.y1001.60-145-b12-1.330.I,39,0 days 13:18:48,Tuesday,Afternoon,32.0,40.0,239.0
9183,3457.y1001.60-145-b12-1.330.I,40,0 days 13:19:20,Tuesday,Afternoon,106.0,41.0,740.0
9184,3457.y1001.60-145-b12-1.330.I,41,0 days 13:21:06,Tuesday,Afternoon,57.0,42.0,397.0
9185,3457.y1001.60-145-b12-1.330.I,42,0 days 13:22:03,Tuesday,Afternoon,27.0,43.0,191.0
9186,3457.y1001.60-145-b12-1.330.I,43,0 days 13:22:30,Tuesday,Afternoon,61.0,44.0,373.0
9187,3457.y1001.60-145-b12-1.330.I,44,0 days 13:23:31,Tuesday,Afternoon,40.0,45.0,200.0
9188,3457.y1001.60-145-b12-1.330.I,45,0 days 13:24:11,Tuesday,Afternoon,85.0,46.0,410.0
9189,3457.y1001.60-145-b12-1.330.I,46,0 days 13:25:36,Tuesday,Afternoon,61.0,47.0,357.0
9190,3457.y1001.60-145-b12-1.330.I,47,0 days 13:26:37,Tuesday,Afternoon,114.0,48.0,649.0
9191,3457.y1001.60-145-b12-1.330.I,48,0 days 13:28:31,Tuesday,Afternoon,25.0,49.0,328.0
9192,3457.y1001.60-145-b12-1.330.I,49,0 days 13:28:56,Tuesday,Afternoon,70.0,50.0,444.0
9193,3457.y1001.60-145-b12-1.330.I,50,0 days 13:30:06,Tuesday,Afternoon,28.0,51.0,191.0
9194,3457.y1001.60-145-b12-1.330.I,51,0 days 13:30:34,Tuesday,Afternoon,58.0,52.0,374.0
9195,3457.y1001.60-145-b12-1.330.I,52,0 days 13:31:32,Tuesday,Afternoon,48.0,53.0,204.0
9196,3457.y1001.60-145-b12-1.330.I,53,0 days 13:32:20,Tuesday,Afternoon,57.0,54.0,242.0
9197,3457.y1001.60-145-b12-1.330.I,54,0 days 13:33:17,Tuesday,Afternoon,77.0,55.0,324.0
9198,3457.y1001.60-145-b12-1.330.I,55,0 days 13:34:34,Tuesday,Afternoon,82.0,56.0,283.0
9199,3457.y1001.60-145-b12-1.330.I,56,0 days 13:35:56,Tuesday,Afternoon,42.0,57.0,209.0
9200,3457.y1001.60-145-b12-1.330.I,57,0 days 13:36:38,Tuesday,Afternoon,70.0,58.0,341.0
9201,3457.y1001.60-145-b12-1.330.I,58,0 days 13:37:48,Tuesday,Afternoon,65.0,59.0,234.0
9202,3457.y1001.60-145-b12-1.330.I,59,0 days 13:38:53,Tuesday,Afternoon,53.0,60.0,194.0
9203,3457.y1001.60-145-b12-1.330.I,60,0 days 13:39:46,Tuesday,Afternoon,70.0,61.0,254.0
9204,3457.y1001.60-145-b12-1.330.I,61,0 days 13:40:56,Tuesday,Afternoon,72.0,62.0,262.0
9205,3457.y1001.60-145-b12-1.330.I,62,0 days 13:42:08,Tuesday,Afternoon,240.0,63.0,758.0
9206,3457.y1001.60-145-b12-1.330.I,63,0 days 13:46:08,Tuesday,Afternoon,169.0,64.0,542.0
9207,3457.y1001.60-145-b12-1.330.I,64,0 days 13:48:57,Tuesday,Afternoon,173.0,65.0,557.0
9208,3457.y1001.60-145-b12-1.330.I,65,0 days 13:51:50,Tuesday,Afternoon,59.0,66.0,199.0
9209,3457.y1001.60-145-b12-1.330.I,66,0 days 13:52:49,Tuesday,Afternoon,186.0,67.0,653.0
9210,3457.y1001.60-145-b12-1.330.I,67,0 days 13:55:55,Tuesday,Afternoon,139.0,68.0,666.0
9211,3457.y1001.60-145-b12-1.330.I,68,0 days 13:58:14,Tuesday,Afternoon,119.0,69.0,330.0
9212,3457.y1001.60-145-b12-1.330.I,69,0 days 14:00:13,Tuesday,Afternoon,132.0,70.0,366.0
9213,3457.y1001.60-145-b12-1.330.I,70,0 days 14:02:25,Tuesday,Afternoon,69.0,71.0,363.0
9214,3457.y1001.60-145-b12-1.330.I,71,0 days 14:03:34,Tuesday,Afternoon,296.0,74.0,1380.0
9215,3457.y1001.60-145-b12-1.330.I,74,0 days 14:08:30,Tuesday,Afternoon,0.0,74.0,0.0
9216,3459.y1001.60-145-b12-1.330.I,1,0 days 16:10:00,Wednesday,Evening,198.0,2.0,449.0
9217,3459.y1001.60-145-b12-1.330.I,2,0 days 16:13:18,Wednesday,Evening,49.0,3.0,249.0
9218,3459.y1001.60-145-b12-1.330.I,3,0 days 16:14:07,Wednesday,Evening,97.0,4.0,491.0
9219,3459.y1001.60-145-b12-1.330.I,4,0 days 16:15:44,Wednesday,Evening,53.0,5.0,421.0
9220,3459.y1001.60-145-b12-1.330.I,5,0 days 16:16:37,Wednesday,Evening,51.0,6.0,484.0
9221,3459.y1001.60-145-b12-1.330.I,6,0 days 16:17:28,Wednesday,Evening,57.0,7.0,321.0
9222,3459.y1001.60-145-b12-1.330.I,7,0 days 16:18:25,Wednesday,Evening,68.0,8.0,373.0
9223,3459.y1001.60-145-b12-1.330.I,8,0 days 16:19:33,Wednesday,Evening,139.0,9.0,409.0
9224,3459.y1001.60-145-b12-1.330.I,9,0 days 16:21:52,Wednesday,Evening,70.0,10.0,202.0
9225,3459.y1001.60-145-b12-1.330.I,10,0 days 16:23:02,Wednesday,Evening,52.0,11.0,150.0
9226,3459.y1001.60-145-b12-1.330.I,11,0 days 16:23:54,Wednesday,Evening,69.0,12.0,204.0
9227,3459.y1001.60-145-b12-1.330.I,12,0 days 16:25:03,Wednesday,Evening,104.0,13.0,292.0
9228,3459.y1001.60-145-b12-1.330.I,13,0 days 16:26:47,Wednesday,Evening,62.0,14.0,250.0
9229,3459.y1001.60-145-b12-1.330.I,14,0 days 16:27:49,Wednesday,Evening,107.0,15.0,373.0
9230,3459.y1001.60-145-b12-1.330.I,15,0 days 16:29:36,Wednesday,Evening,67.0,16.0,572.0
9231,3459.y1001.60-145-b12-1.330.I,16,0 days 16:30:43,Wednesday,Evening,33.0,17.0,426.0
9232,3459.y1001.60-145-b12-1.330.I,17,0 days 16:31:16,Wednesday,Evening,21.0,18.0,236.0
9233,3459.y1001.60-145-b12-1.330.I,18,0 days 16:31:37,Wednesday,Evening,19.0,19.0,220.0
9234,3459.y1001.60-145-b12-1.330.I,19,0 days 16:31:56,Wednesday,Evening,13.0,20.0,159.0
9235,3459.y1001.60-145-b12-1.330.I,20,0 days 16:32:09,Wednesday,Evening,59.0,21.0,335.0
9236,3459.y1001.60-145-b12-1.330.I,21,0 days 16:33:08,Wednesday,Evening,45.0,22.0,262.0
9237,3459.y1001.60-145-b12-1.330.I,22,0 days 16:33:53,Wednesday,Evening,90.0,23.0,564.0
9238,3459.y1001.60-145-b12-1.330.I,23,0 days 16:35:23,Wednesday,Evening,63.0,24.0,432.0
9239,3459.y1001.60-145-b12-1.330.I,24,0 days 16:36:26,Wednesday,Evening,90.0,25.0,615.0
9240,3459.y1001.60-145-b12-1.330.I,25,0 days 16:37:56,Wednesday,Evening,60.0,26.0,452.0
9241,3459.y1001.60-145-b12-1.330.I,26,0 days 16:38:56,Wednesday,Evening,39.0,27.0,318.0
9242,3459.y1001.60-145-b12-1.330.I,27,0 days 16:39:35,Wednesday,Evening,39.0,28.0,402.0
9243,3459.y1001.60-145-b12-1.330.I,28,0 days 16:40:14,Wednesday,Evening,52.0,29.0,549.0
9244,3459.y1001.60-145-b12-1.330.I,29,0 days 16:41:06,Wednesday,Evening,36.0,30.0,392.0
9245,3459.y1001.60-145-b12-1.330.I,30,0 days 16:41:42,Wednesday,Evening,72.0,31.0,466.0
9246,3459.y1001.60-145-b12-1.330.I,31,0 days 16:42:54,Wednesday,Evening,81.0,32.0,625.0
9247,3459.y1001.60-145-b12-1.330.I,32,0 days 16:44:15,Wednesday,Evening,131.0,33.0,874.0
9248,3459.y1001.60-145-b12-1.330.I,33,0 days 16:46:26,Wednesday,Evening,55.0,34.0,362.0
9249,3459.y1001.60-145-b12-1.330.I,34,0 days 16:47:21,Wednesday,Evening,47.0,35.0,265.0
9250,3459.y1001.60-145-b12-1.330.I,35,0 days 16:48:08,Wednesday,Evening,49.0,36.0,396.0
9251,3459.y1001.60-145-b12-1.330.I,36,0 days 16:48:57,Wednesday,Evening,74.0,37.0,578.0
9252,3459.y1001.60-145-b12-1.330.I,37,0 days 16:50:11,Wednesday,Evening,42.0,38.0,252.0
9253,3459.y1001.60-145-b12-1.330.I,38,0 days 16:50:53,Wednesday,Evening,65.0,39.0,379.0
9254,3459.y1001.60-145-b12-1.330.I,39,0 days 16:51:58,Wednesday,Evening,35.0,40.0,239.0
9255,3459.y1001.60-145-b12-1.330.I,40,0 days 16:52:33,Wednesday,Evening,102.0,41.0,740.0
9256,3459.y1001.60-145-b12-1.330.I,41,0 days 16:54:15,Wednesday,Evening,55.0,42.0,397.0
9257,3459.y1001.60-145-b12-1.330.I,42,0 days 16:55:10,Wednesday,Evening,25.0,43.0,191.0
9258,3459.y1001.60-145-b12-1.330.I,43,0 days 16:55:35,Wednesday,Evening,64.0,44.0,373.0
9259,3459.y1001.60-145-b12-1.330.I,44,0 days 16:56:39,Wednesday,Evening,36.0,45.0,200.0
9260,3459.y1001.60-145-b12-1.330.I,45,0 days 16:57:15,Wednesday,Evening,99.0,46.0,410.0
9261,3459.y1001.60-145-b12-1.330.I,46,0 days 16:58:54,Wednesday,Evening,65.0,47.0,357.0
9262,3459.y1001.60-145-b12-1.330.I,47,0 days 16:59:59,Wednesday,Evening,119.0,48.0,649.0
9263,3459.y1001.60-145-b12-1.330.I,48,0 days 17:01:58,Wednesday,Evening,26.0,49.0,328.0
