Timestamp,Speed
1,0
2,1.67025
3,3.88346
4,3.76154
5,3.2557
6,3.74337
7,4.32422
8,3.32695
9,4.45005
10,4.29334
11,3.23647
12,3.60474
13,4.08586
14,3.7595
15,3.91604
16,3.84828
17,3.35801
18,3.93338
19,3.83919
20,4.43424
21,4.26666
22,3.59117
23,4.21563
24,3.88965
25,3.68232
26,3.35561
27,3.73718
28,3.50508
29,4.47864
30,3.71158
31,4.11907
32,4.02084
33,3.32148
34,3.49825
35,4.37449
36,4.00609
37,4.48741
38,3.96106
39,4.30888
40,3.56888
41,3.90561
42,3.94876
43,3.29192
44,3.40863
45,3.22387
46,3.45761
47,3.58145
48,3.24034
49,3.55008
50,3.34825
51,4.30652
52,4.36996
53,3.74611
54,3.81754
55,4.36398
56,4.05579
57,4.01552
58,4.48893
59,3.99447
60,3.92713
61,3.59786
62,3.22525
63,3.24123
64,3.74586
65,4.0303
66,3.93481
67,3.88816
