Timestamp,Speed
1,0
2,2.04925
3,3.87904
4,4.38673
5,3.82338
6,4.25777
7,3.32662
8,4.3324
9,3.74359
10,3.43271
11,4.13235
12,3.30826
13,4.47386
14,3.75607
15,3.74435
16,3.5691
17,3.65227
18,3.88998
19,1.00527
20,0.022507
21,0.0094755
22,1.03567
23,2.36634
24,3.21256
25,3.82438
26,3.54989
27,4.13908
28,3.86553
29,4.12021
30,3.86868
31,3.46104
32,3.87812
33,3.37915
34,4.0771
35,3.9533
36,3.81803
37,3.48937
38,4.39996
39,3.58078
40,3.55858
41,3.26256
42,4.16371
43,4.3705
44,4.4115
45,3.96823
46,4.00505
47,3.42275
48,4.18599
49,4.01348
50,3.77803
51,3.91263
52,3.24187
53,3.90792
54,4.06644
55,3.53787
56,3.35699
57,4.0305
58,4.34959
59,3.71949
60,4.46217
61,3.96661
62,3.30095
63,4.2728
64,4.19054
