Timestamp,Speed
1,0
2,1.89165
3,4.1372
4,4.40765
5,3.46109
6,3.96094
7,3.69799
8,4.27782
9,3.67442
10,4.24444
11,3.53896
12,3.76342
13,4.15585
14,3.51706
15,3.96463
16,3.71169
17,3.78264
18,4.36971
19,3.96518
20,3.50561
21,3.27264
22,3.37643
23,4.5
24,4.21803
25,4.49993
26,4.16988
27,3.45015
28,4.3117
29,3.24948
30,3.73767
31,3.86005
32,3.48545
33,3.22509
34,3.29592
35,4.18102
36,3.90393
37,3.39854
38,3.86194
39,4.31302
40,3.90381
41,4.2913
42,3.3185
43,3.25332
44,3.90959
45,4.17085
46,1.38265
47,0.353827
48,0.0786249
49,0.0146561
50,0.00177012
51,0
52,0.000131664
53,1.7572
54,3.9537
55,3.74307
56,3.75232
57,3.33245
58,3.71354
59,3.2254
60,3.83725
61,3.90069
62,3.6918
63,4.34907
64,3.27322
65,3.98138
66,2.76297
67,4.49325
68,3.87906
69,4.06128
70,3.64307
71,3.26522
72,4.06385
73,3.8214
74,3.7334
75,3.98026
76,3.30554
77,4.37447
78,3.87632
79,3.87118
80,4.05187
81,4.01282
82,3.55575
