Timestamp,Speed
1,0
2,1.48467
3,2.83191
4,3.4131
5,3.2278
6,3.8216
7,3.70428
8,3.65092
9,3.65137
10,4.32036
11,3.7137
12,3.59979
13,3.4062
14,3.93673
15,3.50287
16,3.94899
17,4.03974
18,3.58494
19,3.37559
20,4.20003
21,3.36306
22,3.61718
23,3.23869
24,4.41258
25,3.51411
26,3.26137
27,3.94791
28,3.58418
29,4.21731
30,4.42904
31,4.24736
32,4.32203
33,3.49374
34,4.30897
35,4.16702
36,4.2645
37,3.90219
38,3.94048
39,3.79305
40,4.07396
41,3.77485
42,3.28223
43,3.80284
44,3.833
45,4.01338
46,3.61136
47,4.03129
48,4.34262
