Timestamp,Speed
1,0
2,1.49857
3,2.71153
4,2.77138
5,2.59431
6,2.5316
7,2.41428
8,2.3432
9,1.92511
10,3.06651
11,2.06835
12,2.79662
13,2.79586
14,2.32884
15,2.62874
16,2.35243
17,2.6526
18,2.73217
19,2.08144
20,2.6639
21,2.95
22,2.30117
23,1.98232
24,2.50475
25,3.03161
26,2.05906
27,2.28494
28,2.98262
29,2.9381
30,2.54389
31,2.57799
32,1.92946
33,1.93509
34,2.00592
35,2.71726
36,2.10157
37,2.97812
38,2.06248
39,2.32419
40,2.61381
41,2.21295
42,3.00508
43,2.24509
44,1.98111
45,2.88248
46,2.99816
47,2.38589
48,2.73789
49,2.89599
50,2.72341
51,2.49693
52,2.62823
53,2.92981
54,2.78108
55,2.49713
56,2.55648
57,2.26861
58,2.36864
59,3.08358
60,3.0365
61,3.16316
62,2.35055
63,2.04252
64,2.78362
65,2.77128
66,2.62741
67,3.12857
68,2.24098
69,3.19839
70,2.61582
71,2.76187
72,2.36055
73,2.69044
74,2.51461
75,2.72482
76,3.12471
77,1.11317
78,0.247208
79,0.0527052
80,0.00705532
81,0.000342621
82,0.85484
83,2.61395
84,3.12539
85,2.8277
86,2.65502
87,3.12647
88,2.88448
89,2.15783
90,2.74535
91,2.79138
92,3.20929
93,3.09528
94,2.26458
95,3.13548
96,2.13776
97,2.25672
98,2.25154
99,2.05923
100,1.99175
101,3.07187
102,2.07438
103,2.44641
104,2.74545
105,2.45898
106,1.95714
107,2.57767
108,3.0994
109,2.80507
110,2.86599
111,1.99199
112,2.23731
113,2.26172
114,2.46376
115,3.14348
