Sender RSU ID,Receiver RSU ID,Send Time,Receive Time
car1,bus4,4,4.358737572555
car1,bus4,4,4.358737610549
car1,bus4,4,4.358737613654
bus4,car1,4,4.376758614832
bus4,car1,4,4.376758637477
bus4,car1,4,4.376758687377
bus4,car1,4,4.37675869614
bus1,bus7,4,4.593940712284
bus7,bus1,4,4.995357722899
bus1,bus7,5,5.261583724172
bus4,car1,5,5.375170681769
bus4,car1,5,5.375170691542
bus4,car1,5,5.375170730903
bus4,car1,5,5.375170757814
car1,bus4,5,5.480395587181
car1,bus4,5,5.480395606797
car1,bus4,5,5.480395618006
bus7,bus1,5,5.971138734787
car1,bus0,6,6.156309500643
car1,bus0,6,6.156309519349
bus0,car1,6,6.254396688926
bus0,car1,6,6.254396698896
bus0,car1,6,6.25439671596
bus0,car1,6,6.254396728378
car1,bus4,6,6.496931594338
car1,bus4,6,6.496931600829
car1,bus4,6,6.496931627059
bus7,bus1,6,6.654368739338
bus1,bus7,6,6.896449728723
bus4,car1,6,6.973610688926
bus4,car1,6,6.973610698896
bus4,car1,6,6.97361071596
bus4,car1,6,6.973610728378
bus0,car1,7,7.259453687188
bus0,car1,7,7.259453688704
bus0,car1,7,7.259453703172
bus0,car1,7,7.259453710428
bus0,car1,7,7.259453728337
bus7,bus1,7,7.266341736362
bus7,bus1,7,7.266341775333
bus4,car1,7,7.280620687188
bus4,car1,7,7.280620688704
bus4,car1,7,7.280620703172
bus4,car1,7,7.280620710428
bus4,car1,7,7.280620728337
bus8,bus1,7,7.376702736362
bus8,bus1,7,7.376702775333
bus8,bus7,7,7.454875710364
bus8,bus7,7,7.454875725747
bus0,bus4,7,7.476061602997
bus0,bus4,7,7.476061627202
bus0,bus4,7,7.476061628551
bus0,bus4,7,7.476061676012
bus0,bus4,7,7.476061689057
bus0,bus4,7,7.476061689208
bus7,bus8,7,7.479708749335
bus7,bus8,7,7.479708803689
car1,bus0,7,7.497085751379
car1,bus0,7,7.497085766404
car1,bus0,7,7.49708581475
bus1,bus8,7,7.598440557484
bus1,bus8,7,7.598440611838
car1,bus4,7,7.695635728337
car1,bus4,7,7.695635752542
car1,bus4,7,7.695635753891
car1,bus4,7,7.695635801352
car1,bus4,7,7.695635814397
car1,bus4,7,7.695635814548
bus1,bus7,7,7.992757710364
bus1,bus7,7,7.992757725747
bus8,bus7,8,8.285542719158
bus8,bus7,8,8.285542731645
car1,bus4,8,8.36544558707
car1,bus4,8,8.365445593087
car1,bus4,8,8.365445596373
car1,bus4,8,8.365445613975
car1,bus4,8,8.365445638398
car1,bus4,8,8.365445660949
bus4,bus0,8,8.564538438688
bus4,bus0,8,8.564538491309
bus4,bus0,8,8.564538499534
bus4,bus0,8,8.564538538266
bus0,car1,8,8.565646461539
bus0,car1,8,8.565646501497
bus0,car1,8,8.56564650764
bus0,car1,8,8.565646538706
bus0,car1,8,8.565646558289
bus8,bus1,8,8.57493474226
bus8,bus1,8,8.574934790025
car1,bus0,8,8.58175648439
car1,bus0,8,8.581756537011
car1,bus0,8,8.581756545236
car1,bus0,8,8.581756583968
bus7,bus1,8,8.59692074226
bus7,bus1,8,8.596920790025
bus1,bus8,8,8.763119566278
bus1,bus8,8,8.76311962653
bus0,bus4,8,8.77037258707
bus0,bus4,8,8.770372593087
bus0,bus4,8,8.770372596373
bus0,bus4,8,8.770372613975
bus0,bus4,8,8.770372638398
bus0,bus4,8,8.770372660949
bus4,car1,8,8.772442615938
bus4,car1,8,8.772442655896
bus4,car1,8,8.772442662039
bus4,car1,8,8.772442693105
bus4,car1,8,8.772442712688
bus7,bus8,8,8.871075566278
bus7,bus8,8,8.87107562653
bus1,bus7,8,9.079068724543
bus1,bus7,8,9.079068734921
bus0,car1,9,9.165004648779
bus0,car1,9,9.165004687311
bus0,car1,9,9.165004689687
bus0,car1,9,9.165004740894
bus0,car1,9,9.165004751622
bus7,bus8,9,9.184322571663
bus7,bus8,9,9.184322635191
bus1,bus8,9,9.193308571663
bus1,bus8,9,9.193308635191
bus7,bus1,9,9.354368745536
bus7,bus1,9,9.354368798686
bus4,car1,9,9.454422648779
bus4,car1,9,9.454422687311
bus4,car1,9,9.454422689687
bus4,car1,9,9.454422740894
bus4,car1,9,9.454422751622
car1,bus4,9,9.56848757269
car1,bus4,9,9.568487592723
car1,bus4,9,9.568487594589
car1,bus4,9,9.568487603314
car1,bus4,9,9.568487622858
bus8,bus7,9,9.765236724543
bus8,bus7,9,9.765236734921
bus1,bus7,9,9.862350724543
bus1,bus7,9,9.862350734921
bus0,bus4,9,9.87137357269
bus0,bus4,9,9.871373592723
bus0,bus4,9,9.871373594589
bus0,bus4,9,9.871373603314
bus0,bus4,9,9.871373622858
bus4,bus0,9,9.98350543975
bus4,bus0,9,9.983505458249
bus4,bus0,9,9.98350549531
bus4,bus0,9,9.983505521734
bus4,bus0,9,9.983505522112
car1,bus0,9,9.99825043975
car1,bus0,9,9.998250458249
car1,bus0,9,9.99825049531
car1,bus0,9,9.998250521734
car1,bus0,9,9.998250522112
bus8,bus1,9,10.087414745394
bus8,bus1,9,10.087414800246
bus8,bus1,9,10.08741480069
bus7,bus1,10,10.158229745394
bus7,bus1,10,10.158229800246
bus7,bus1,10,10.15822980069
bus1,bus7,10,10.168827800246
bus1,bus7,10,10.16882780878
bus1,bus8,10,10.367929573365
bus1,bus8,10,10.367929636751
bus7,bus8,10,10.457438573365
bus7,bus8,10,10.457438636751
bus0,car1,10,10.459588535047
bus0,car1,10,10.459588538285
bus0,car1,10,10.459588541786
bus0,car1,10,10.459588603314
bus0,car1,10,10.459588607135
bus8,bus7,10,10.554355726245
bus8,bus7,10,10.554355734779
car1,bus0,10,10.699053427308
car1,bus0,10,10.699053475442
car1,bus0,10,10.699053485886
car1,bus0,10,10.699053503131
car1,bus0,10,10.699053509779
car1,bus0,10,10.699053519937
bus0,bus4,10,10.762000541749
bus0,bus4,10,10.762000593121
bus0,bus4,10,10.762000595308
bus0,bus4,10,10.762000610977
bus0,bus4,10,10.762000613202
bus0,bus4,10,10.762000629628
bus4,bus0,10,10.896479427308
bus4,bus0,10,10.896479475442
bus4,bus0,10,10.896479485886
bus4,bus0,10,10.896479503131
bus4,bus0,10,10.896479509779
bus4,bus0,10,10.896479519937
bus4,car1,10,10.981475684471
bus4,car1,10,10.981475687709
bus4,car1,10,10.98147569121
bus4,car1,10,10.981475752738
bus4,car1,10,10.981475756559
car1,bus4,10,10.98487169918
car1,bus4,10,10.984871750552
car1,bus4,10,10.984871752739
car1,bus4,10,10.984871768408
car1,bus4,10,10.984871770633
car1,bus4,10,10.984871787059
bus1,bus7,11,11.06414472798
bus1,bus7,11,11.064144737063
bus7,bus1,11,11.093852802733
bus7,bus1,11,11.093852836324
bus7,bus1,11,11.09385285932
bus0,bus4,11,11.157346566407
bus0,bus4,11,11.157346593472
bus0,bus4,11,11.15734659374
bus0,bus4,11,11.157346602285
bus0,bus4,11,11.157346624502
bus0,bus4,11,11.157346645368
bus4,bus0,11,11.190460597259
bus4,bus0,11,11.190460602536
bus4,bus0,11,11.190460647686
bus4,bus0,11,11.190460649094
bus4,bus0,11,11.190460664698
bus4,bus0,11,11.190460666666
bus1,bus8,11,11.1963085751
bus1,bus8,11,11.19630864077
car1,bus4,11,11.276157566407
car1,bus4,11,11.276157593472
car1,bus4,11,11.27615759374
car1,bus4,11,11.276157602285
car1,bus4,11,11.276157624502
car1,bus4,11,11.276157645368
bus4,car1,11,11.396182846365
bus4,car1,11,11.396182855191
bus4,car1,11,11.396182881462
bus4,car1,11,11.396182909827
bus0,car1,11,11.463524656666
bus0,car1,11,11.463524665492
bus0,car1,11,11.463524691763
bus0,car1,11,11.463524720128
bus8,bus7,11,11.66245472798
bus8,bus7,11,11.662454737063
bus7,bus8,11,11.9838545751
bus7,bus8,11,11.98385464077
car1,bus0,11,12.066735431368
car1,bus0,11,12.066735469567
car1,bus0,11,12.066735488747
car1,bus0,11,12.066735492849
car1,bus0,11,12.066735528946
car1,bus4,12,12.26573159112
car1,bus4,12,12.265731592716
car1,bus4,12,12.26573159613
car1,bus4,12,12.265731603188
car1,bus4,12,12.265731639404
car1,bus4,12,12.265731655061
bus1,bus8,12,12.275638575231
bus1,bus8,12,12.275638643284
bus0,bus4,12,12.35425259112
bus0,bus4,12,12.354252592716
bus0,bus4,12,12.35425259613
bus0,bus4,12,12.354252603188
bus0,bus4,12,12.354252639404
bus0,bus4,12,12.354252655061
bus4,car1,12,12.378810687304
bus4,car1,12,12.378810706789
bus4,car1,12,12.378810748147
bus7,bus8,12,12.454318575231
bus7,bus8,12,12.454318643284
bus8,bus7,12,12.554342728111
bus8,bus7,12,12.554342739446
bus1,bus7,12,12.571414728111
bus1,bus7,12,12.571414739446
bus4,bus0,12,12.660573431368
bus4,bus0,12,12.660573469567
bus4,bus0,12,12.660573488747
bus4,bus0,12,12.660573492849
bus4,bus0,12,12.660573528946
bus7,bus1,12,12.682461750061
bus7,bus1,12,12.68246176106
bus7,bus1,12,12.682461806779
car1,bus0,12,12.868126431368
car1,bus0,12,12.868126469567
car1,bus0,12,12.868126488747
car1,bus0,12,12.868126492849
car1,bus0,12,12.868126528946
bus7,bus1,13,13.1781717443
bus7,bus1,13,13.17817174643
bus7,bus1,13,13.178171806673
bus1,bus8,13,13.261299578756
bus1,bus8,13,13.261299643178
bus7,bus8,13,13.468839578756
bus7,bus8,13,13.468839643178
bus0,bus4,13,13.583736591162
bus0,bus4,13,13.583736593067
bus0,bus4,13,13.583736595662
bus0,bus4,13,13.583736645779
bus0,bus4,13,13.583736657401
bus0,bus4,13,13.583736661084
bus1,bus7,13,13.593784731636
bus1,bus7,13,13.593784735815
bus1,bus7,13,13.593784797576
bus4,car1,13,13.596079777624
bus4,car1,13,13.596079812241
bus4,car1,13,13.596079831015
bus4,car1,13,13.596079840413
bus4,car1,13,13.596079846345
car1,bus4,13,13.664249591162
car1,bus4,13,13.664249593067
car1,bus4,13,13.664249595662
car1,bus4,13,13.664249645779
car1,bus4,13,13.664249657401
car1,bus4,13,13.664249661084
bus4,bus0,13,13.673209664846
bus4,bus0,13,13.673209699077
bus4,bus0,13,13.673209721371
bus4,bus0,13,13.67320976128
bus4,bus0,13,13.67320976665
bus4,bus0,13,13.673209775572
bus8,bus7,13,13.863520731636
bus8,bus7,13,13.863520735815
bus8,bus7,13,13.863520797576
car1,bus1,14,14.081044728211
car1,bus1,14,14.081044744791
