Timestamp,Speed
1,0
2,1.50245
3,2.94315
4,4.48938
5,4.81754
6,4.30141
7,4.57862
8,4.92171
9,3.71511
10,4.12282
11,4.39075
12,4.46146
13,4.98784
14,4.2595
15,4.41604
16,4.05717
17,2.03062
18,0.443268
19,0.208683
20,0.0770542
21,0.0617865
22,0.00768028
23,0.00357685
24,0.00103675
25,0.000214944
26,0
27,0.000105809
28,0
29,0
30,0
31,0
32,1.32926
33,3.91205
34,5.97841
35,6.37915
36,7.80063
37,9.82777
38,9.89662
39,9.27542
40,9.92801
41,9.42538
42,6.54855
43,8.26278
44,8.79729
45,8.85248
46,9.16076
47,9.30297
48,9.29901
49,8.75667
50,8.82482
51,8.81629
52,8.95951
53,9.8785
54,9.38481
