Timestamp,Speed
1,0
2,2.04925
3,3.59343
4,3.91759
5,4.24337
6,4.80542
7,4.77782
8,4.15096
9,4.1903
10,4.84565
11,4.98784
12,3.74915
13,4.48454
14,4.60795
15,4.81636
16,4.83903
17,4.53203
18,4.23312
19,4.59467
20,3.82166
21,4.10627
22,4.63908
23,4.0613
24,4.97864
25,4.69879
26,4.02036
27,3.82148
28,4.67419
29,4.31803
30,4.90918
31,4.16076
32,4.4458
33,4.87329
34,3.75332
35,4.2012
36,4.68195
37,4.17589
38,3.78153
39,3.85376
40,3.77464
41,4.50818
42,4.96685
43,4.86398
44,4.17443
45,4.10184
46,4.09457
47,4.18972
48,3.80428
49,4.81037
50,1.20997
51,0.082615
52,0.0397506
53,0.00246281
54,0.000213897
55,0.000100601
56,0
57,2.07507
58,4.25376
59,4.08582
60,4.31856
61,4.89531
62,4.27241
63,4.4516
64,4.01293
65,4.87326
66,4.77887
67,3.7824
68,4.13197
69,4.1216
70,3.98838
71,3.98328
72,4.84722
