Timestamp,Speed
1,0
2,1.57635
3,1.18783
4,1.16738
5,1.32112
6,1.73544
7,1.05625
8,1.68457
9,1.37649
10,1.53135
11,1.78318
12,1.71059
13,1.10396
14,1.27475
15,1.40913
16,1.85055
17,1.1442
18,1.83531
19,1.50954
20,1.7831
21,1.78449
22,1.82509
23,1.75917
24,1.28444
25,1.81015
26,1.46653
27,1.55798
28,1.28482
29,1.09602
30,1.49657
31,1.64463
32,1.96753
33,1.31643
34,1.30286
35,1.70376
36,1.39588
37,1.37436
38,1.96976
39,1.77292
40,1.11304
41,1.1137
42,1.9969
43,1.9032
44,1.478
45,1.96035
46,1.2242
47,1.48185
48,1.57306
49,1.31826
50,1.06338
51,1.46113
52,1.43178
53,1.34592
54,1.39777
55,1.42492
56,1.52305
57,1.42229
58,1.30273
59,1.42597
60,1.007
61,1.55922
62,1.55588
63,1.67717
64,1.04632
65,1.12372
66,1.80047
67,1.48878
68,1.50161
69,1.64369
70,1.09377
71,1.76321
72,1.06775
73,1.41185
74,1.72366
75,1.96843
76,1.12335
77,1.48792
78,1.06957
79,1.87419
80,1.20454
81,1.92415
82,1.49655
83,1.62871
84,1.24371
85,1.09835
86,1.35578
87,1.84861
88,1.44668
89,1.21444
90,1.09963
91,1.80202
92,1.07684
93,1.41372
94,1.6599
95,1.02099
96,1.86842
97,1.40883
98,1.77419
99,1.05436
100,1.62871
101,1.95054
102,1.8765
103,1.58752
104,1.675
105,1.96728
106,1.74343
107,1.42192
108,1.98426
109,1.84795
110,1.15135
111,1.48485
112,1.40318
113,1.51216
114,1.22611
115,1.31866
116,1.75488
117,1.20846
118,1.26807
119,1.63367
120,1.84928
121,1.97015
122,1.8638
123,1.9728
124,1.77868
125,1.85702
126,1.01088
127,1.51018
128,1.72206
129,1.09141
130,1.0326
131,1.56291
132,1.78245
133,1.33122
134,1.15641
135,0.854936
136,0.0450326
137,0.0266956
138,0.0102951
139,0.000310027
140,0.000192759
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0.000110845
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,1.365
158,1.09589
159,1.01209
160,2
161,2
162,1.0047
163,1.44949
164,0.867625
165,1.16398
166,1.90886
167,0.813729
168,1.48537
169,1.9968
170,1.22676
171,1.23276
172,1.83501
173,1.96835
174,1.71717
175,1.42155
176,1.71577
177,1.03783
178,1.9317
179,1.55551
180,1.1272
181,1.96589
182,1.90286
183,1.02856
184,1.52479
185,1.18359
186,1.49924
187,1.27021
188,1.66928
189,1.10576
190,1.21592
191,1.0699
192,1.20625
193,1.00214
194,1.81916
195,1.58032
196,1.03121
197,1.39461
198,1.32432
199,1.66941
200,1.99822
201,1.75946
202,1.6119
203,1.33885
204,1.57974
205,1.60233
206,1.98616
207,1.99376
208,1.74667
209,1.92068
