Timestamp,Speed
1,0
2,1.89165
3,3.64555
4,3.90765
5,3.38431
6,3.86232
7,3.71098
8,3.15092
9,3.15137
10,3.82036
11,3.92757
12,3.91661
13,3.82866
14,3.62498
15,3.61333
16,3.70031
17,3.61223
18,3.66156
19,3.83903
20,3.97838
21,3.7089
22,3.20184
23,3.3624
24,3.91258
25,3.01411
26,3.5922
27,3.23718
28,3.36553
29,3.9407
30,3.76388
31,2.96104
32,2.71946
33,3.8728
34,2.79592
35,3.68102
36,3.65925
37,2.9877
38,2.96027
39,3.79217
40,3.40602
41,3.17312
42,2.87807
43,3.03509
44,3.87198
45,3.9578
46,2.91902
47,2.79506
48,3.03971
49,2.76376
50,3.69085
51,0.387244
52,0.320997
53,0.0163269
54,0.0051872
55,0.000715045
56,0.000321772
57,0
58,0
59,0
60,1.53499
61,1.56562
62,0.488859
63,3.08886
64,2.15901
65,3.43761
66,2.93177
67,2.73091
68,3.82157
69,2.78259
70,2.98479
71,3.19506
72,3.37632
73,3.69416
74,3.43871
75,3.58891
76,3.85728
77,2.87268
78,3.53821
79,3.30154
80,3.91471
81,2.83354
82,2.98408
83,2.86757
84,3.40733
85,3.35524
86,3.7922
87,3.20327
88,3.34007
89,2.7824
90,2.72789
91,3.2566
92,2.74401
93,2.99505
94,3.35785
95,3.60893
96,3.60454
