Timestamp,Speed
7,0
8,0.183171
9,2.02677
10,2.93271
11,3.42578
12,3.65499
13,3.48283
14,3.23035
15,3.67526
16,3.97505
17,3.39159
18,2.10176
19,3.81804
20,3.05101
21,3.22435
22,2.74616
23,3.52805
24,0.83093
25,0.333507
26,0.102191
27,0.0618235
28,0.018137
29,0.0357345
30,1.07593
31,2.09555
32,3.80742
33,3.84315
34,2.53596
35,3.11936
36,2.3808
37,2.22686
38,3.89996
39,2.31782
40,2.30659
41,3.38418
42,2.74381
43,2.63249
44,3.57529
45,3.50555
46,1.36407
47,3.24297
48,2.94054
49,3.49919
50,3.41592
51,3.02886
52,3.50235
53,3.40792
54,2.74274
55,2.83928
56,3.96811
57,3.87076
58,2.97191
59,2.84695
60,2.7997
61,2.82174
62,3.0946
63,3.75618
64,2.73871
65,3.69006
66,3.152
67,2.94303
68,3.68553
69,3.2334
70,3.80785
71,3.68598
72,3.33909
73,3.92347
74,3.20111
75,2.91669
76,3.2118
77,3.96205
78,2.89716
79,3.8891
80,3.71054
81,3.80062
82,3.4516
83,2.85812
84,3.34862
85,3.73933
86,3.697
87,3.20883
88,3.45971
89,3.87794
90,3.13197
91,2.83605
92,3.71861
93,3.74777
94,3.44502
95,2.98328
96,2.85892
97,2.99605
98,3.68517
99,3.99029
100,3.08331
101,2.75937
102,3.14969
103,3.19183
104,3.69687
105,3.76206
106,3.0559
107,3.99929
108,3.65637
109,3.71998
110,3.79561
111,3.84964
112,3.27902
113,3.92548
114,3.32772
115,3.95804
116,2.92776
117,3.29031
118,2.83458
119,3.46736
120,3.08616
121,2.84422
122,2.86601
123,3.09759
124,3.95571
125,3.37143
126,3.834
127,2.78175
128,3.17987
129,3.55848
130,3.37997
131,3.80786
132,3.73869
133,3.36054
134,2.83135
135,3.75883
136,3.30753
137,3.57585
138,3.58849
139,3.41906
140,3.437
141,3.53545
142,2.81054
143,3.04873
144,3.05419
145,3.62311
146,3.24898
147,2.98707
148,2.96573
149,3.55211
150,2.99787
151,3.04334
152,3.81604
153,2.87427
154,3.42628
155,3.36767
156,3.41712
157,3.2618
158,3.19248
159,3.35237
160,2.87317
161,3.18394
162,3.47814
163,3.4583
164,2.94591
165,3.54735
166,3.72511
167,3.9228
168,3.25181
169,2.86117
