Timestamp,Speed
4,0
5,1.34194
6,3.62992
7,2.72493
8,3.48091
9,3.15096
10,2.88597
11,3.94906
12,2.87537
13,3.76185
14,3.48507
15,2.85457
16,3.38267
17,3.25338
18,3.87056
19,3.26017
20,2.77264
21,3.08426
22,2.258
23,1.1197
24,0.110379
25,0.029746
26,0.0139332
27,0.00131318
28,0.0475338
29,1.23871
30,2.55909
31,3.85737
32,3.59993
33,2.61868
34,3.93054
35,1.72218
36,2.55552
37,3.24329
38,2.14346
39,3.27364
40,2.25022
41,3.7913
42,2.03429
43,3.8443
44,2.94493
45,2.47993
46,3.16797
47,3.35302
48,2.78153
49,3.1033
50,3.34489
51,3.96799
52,3.86996
53,3.64509
54,3.86398
55,3.80725
56,3.44684
57,3.05861
58,3.33725
59,3.46661
60,2.80095
61,3.6795
62,3.42766
63,3.76033
64,3.1562
65,3.37906
66,3.82653
67,3.41741
68,3.89332
69,3.43674
70,2.84066
71,3.8827
72,3.38485
73,3.40426
74,3.48109
75,3.57869
76,3.04157
77,3.86571
78,2.7103
79,3.60041
80,3.91401
81,2.84956
82,3.54573
